date  time
2018-05-16	02-30-59
2018-05-16	02-38-42
2018-05-16	02-39-13
2018-05-16	02-46-31
2018-05-16	03-12-53
2018-05-16	04-23-34
2018-05-16	04-26-35
2018-05-16	04-39-11
2018-05-16	04-42-06
2018-05-16	05-10-09
2018-05-16	05-23-25
2018-05-16	05-24-15
2018-05-16	05-25-15
2018-05-16	05-33-10
2018-05-16	06-37-34
2018-05-16	06-38-02
2018-05-16	06-44-45
2018-05-16	06-54-20
2018-05-16	06-55-02
2018-05-16	07-07-39
2018-05-16	07-34-06
2018-05-16	07-39-18
2018-05-16	07-41-30
2018-05-16	07-43-01
2018-05-16	07-47-29
2018-05-16	09-42-41
2018-05-16	09-47-53
2018-05-16	09-48-13
2018-05-16	09-48-43
2018-05-16	09-49-25
2018-05-16	10-36-23
2018-05-16	10-56-25
2018-05-16	11-47-34
2018-05-16	12-24-39
2018-05-16	12-26-11
2018-05-16	12-38-26
2018-05-16	12-38-54
2018-05-16	12-44-41
2018-05-16	13-03-48
2018-05-16	13-24-43
2018-05-16	13-35-29
2018-05-16	13-36-55
2018-05-16	14-24-38
2018-05-16	14-38-14
2018-05-16	15-24-14
2018-05-16	15-25-17
2018-05-16	15-27-25
2018-05-16	16-21-14
2018-05-16	16-23-42
2018-05-16	16-23-54
2018-05-16	16-24-22
2018-05-16	16-27-36
2018-05-16	16-28-07
2018-05-16	16-36-15
2018-05-16	16-54-21
2018-05-16	16-54-38
2018-05-16	16-56-47
2018-05-16	17-32-47
2018-05-16	17-42-44
2018-05-16	17-42-49
2018-05-16	17-44-49
2018-05-16	17-49-33
2018-05-16	18-21-48
2018-05-16	18-24-13
2018-05-16	19-49-51
2018-05-16	20-21-53
2018-05-16	20-29-56
2018-05-16	20-43-36
2018-05-16	20-44-27
2018-05-16	20-45-18
2018-05-16	21-28-50
2018-05-16	21-35-21
2018-05-16	21-39-59
2018-05-16	21-45-52
2018-05-16	21-59-28
2018-05-16	22-21-20
2018-05-16	22-29-11
2018-05-16	22-34-44
2018-05-16	22-37-23
2018-05-16	22-44-27
2018-05-16	22-55-26
2018-05-16	22-58-01
2018-05-16	23-10-20
2018-05-16	23-21-42
2018-05-16	23-26-52
2018-05-16	23-27-44
2018-05-16	23-54-09
2018-05-16	23-56-19
2018-05-17	00-54-15
2018-05-17	00-57-53
2018-05-17	01-38-19
2018-05-17	02-23-53
2018-05-17	03-24-21
2018-05-17	03-42-45
2018-05-17	03-43-37
2018-05-17	03-44-54
2018-05-17	03-45-34
2018-05-17	03-47-27
2018-05-17	03-50-59
2018-05-17	06-28-17
2018-05-17	06-40-18
2018-05-17	06-51-57
2018-05-17	06-52-29
2018-05-17	07-27-57
2018-05-17	12-53-21
2018-05-17	12-54-01
2018-05-17	13-30-42
2018-05-17	13-38-33
2018-05-17	14-37-08
2018-05-17	14-48-38
2018-05-17	15-39-05
2018-05-17	15-46-11
2018-05-17	16-01-25
2018-05-17	16-39-30
2018-05-17	16-42-53
2018-05-17	16-49-28
2018-05-17	17-05-00
2018-05-17	18-23-23
2018-05-17	18-25-52
2018-05-17	18-27-31
2018-05-17	19-43-11
2018-05-17	20-21-57
2018-05-17	20-24-08
2018-05-17	20-32-20
2018-05-17	20-37-55
2018-05-17	20-48-36
2018-05-17	20-53-37
2018-05-17	21-38-04
2018-05-17	21-42-39
2018-05-17	21-50-05
2018-05-17	22-00-43
2018-05-17	22-37-36
2018-05-17	23-07-09
2018-05-18	00-26-26
2018-05-18	00-49-26
2018-05-18	01-23-47
2018-05-18	01-24-51
2018-05-18	01-27-02
2018-05-18	01-28-52
2018-05-18	02-25-10
2018-05-18	02-36-47
2018-05-18	02-49-20
2018-05-18	03-08-04
2018-05-18	04-00-18
2018-05-18	04-18-39
2018-05-18	04-19-04
2018-05-18	04-19-51
2018-05-18	04-19-54
2018-05-18	04-20-30
2018-05-18	04-20-43
2018-05-18	04-21-15
2018-05-18	04-21-18
2018-05-18	04-21-29
2018-05-18	04-21-40
2018-05-18	04-21-41
2018-05-18	04-21-49
2018-05-18	04-21-51
2018-05-18	04-21-59
2018-05-18	04-22-08
2018-05-18	04-22-09
2018-05-18	04-22-11
2018-05-18	04-22-15
2018-05-18	04-22-17
2018-05-18	04-22-18
2018-05-18	04-22-23
2018-05-18	04-22-27
2018-05-18	04-22-29
2018-05-18	04-22-31
2018-05-18	04-22-34
2018-05-18	04-22-34
2018-05-18	04-22-35
2018-05-18	04-22-37
2018-05-18	04-22-39
2018-05-18	04-22-39
2018-05-18	04-22-42
2018-05-18	04-22-42
2018-05-18	04-22-48
2018-05-18	04-22-48
2018-05-18	04-22-50
2018-05-18	04-22-53
2018-05-18	04-22-55
2018-05-18	04-22-55
2018-05-18	04-22-56
2018-05-18	04-22-57
2018-05-18	04-23-00
2018-05-18	04-23-00
2018-05-18	04-23-01
2018-05-18	04-23-07
2018-05-18	04-23-07
2018-05-18	04-23-08
2018-05-18	04-23-10
2018-05-18	04-23-11
2018-05-18	04-23-13
2018-05-18	04-23-13
2018-05-18	04-23-14
2018-05-18	04-23-14
2018-05-18	04-23-15
2018-05-18	04-23-16
2018-05-18	04-23-16
2018-05-18	04-23-17
2018-05-18	04-23-17
2018-05-18	04-23-18
2018-05-18	04-23-18
2018-05-18	04-23-19
2018-05-18	04-23-19
2018-05-18	04-23-22
2018-05-18	04-23-22
